LOCATION,SUBJECT,TIME,Value
AUS,DEF,2007,5.77
AUS,DEF,2008,5.49
AUS,DEF,2009,5.56
AUS,DEF,2010,5.34
AUS,DEF,2011,5.41
AUS,DEF,2012,5.21
AUS,DEF,2013,5.24
AUS,ECOAFF,2007,7.23
AUS,ECOAFF,2008,7.21
AUS,ECOAFF,2009,8.29
AUS,ECOAFF,2010,6.42
AUS,ECOAFF,2011,7.92
AUS,ECOAFF,2012,6.94
AUS,ECOAFF,2013,7.5
AUS,EDU,2007,9.35
AUS,EDU,2008,9.84
AUS,EDU,2009,13
AUS,EDU,2010,12.31
AUS,EDU,2011,10.53
AUS,EDU,2012,10.81
AUS,EDU,2013,10.43
AUS,ENVPROT,2007,0.61
AUS,ENVPROT,2008,0.6
AUS,ENVPROT,2009,0.59
AUS,ENVPROT,2010,1.12
AUS,ENVPROT,2011,1.42
AUS,ENVPROT,2012,1.57
AUS,ENVPROT,2013,1.63
AUS,GRALPUBSER,2007,24.62
AUS,GRALPUBSER,2008,21.55
AUS,GRALPUBSER,2009,22.13
AUS,GRALPUBSER,2010,23.19
AUS,GRALPUBSER,2011,23.33
AUS,GRALPUBSER,2012,23.78
AUS,GRALPUBSER,2013,23.74
AUS,HEALTH,2007,15.41
AUS,HEALTH,2008,14.71
AUS,HEALTH,2009,14.78
AUS,HEALTH,2010,15.18
AUS,HEALTH,2011,15.79
AUS,HEALTH,2012,15.39
AUS,HEALTH,2013,15.19
AUS,HOUCOMM,2007,0.63
AUS,HOUCOMM,2008,1.17
AUS,HOUCOMM,2009,2.36
AUS,HOUCOMM,2010,1.27
AUS,HOUCOMM,2011,1.03
AUS,HOUCOMM,2012,0.84
AUS,HOUCOMM,2013,0.91
AUS,PUBORD,2007,1.22
AUS,PUBORD,2008,1.06
AUS,PUBORD,2009,1.1
AUS,PUBORD,2010,1.04
AUS,PUBORD,2011,1.02
AUS,PUBORD,2012,1.01
AUS,PUBORD,2013,1.04
AUS,RECULTREL,2007,1.06
AUS,RECULTREL,2008,0.88
AUS,RECULTREL,2009,0.85
AUS,RECULTREL,2010,0.79
AUS,RECULTREL,2011,0.87
AUS,RECULTREL,2012,0.81
AUS,RECULTREL,2013,0.8
AUS,SOCPROT,2007,34.09
AUS,SOCPROT,2008,37.49
AUS,SOCPROT,2009,31.35
AUS,SOCPROT,2010,33.35
AUS,SOCPROT,2011,32.69
AUS,SOCPROT,2012,33.64
AUS,SOCPROT,2013,33.53
AUT,DEF,2007,2.29
AUT,DEF,2008,2.66
AUT,DEF,2009,1.93
AUT,DEF,2010,1.82
AUT,DEF,2011,1.81
AUT,DEF,2012,1.71
AUT,DEF,2013,1.82
AUT,DEF,2014,1.62
AUT,HEALTH,2007,3.37
AUT,HEALTH,2008,3.59
AUT,HEALTH,2009,3.47
AUT,HEALTH,2010,3.81
AUT,HEALTH,2011,4.01
AUT,HEALTH,2012,4.13
AUT,HEALTH,2013,3.82
AUT,HEALTH,2014,3.52
AUT,HOUCOMM,2007,1.47
AUT,HOUCOMM,2008,1.47
AUT,HOUCOMM,2009,0.2
AUT,HOUCOMM,2010,0.22
AUT,HOUCOMM,2011,0.2
AUT,HOUCOMM,2012,0.18
AUT,HOUCOMM,2013,0.13
AUT,HOUCOMM,2014,0.11
AUT,PUBORD,2007,3.46
AUT,PUBORD,2008,3.45
AUT,PUBORD,2009,3.33
AUT,PUBORD,2010,3.39
AUT,PUBORD,2011,3.39
AUT,PUBORD,2012,3.38
AUT,PUBORD,2013,3.37
AUT,PUBORD,2014,3.27
AUT,EDU,2007,9.89
AUT,EDU,2008,9.88
AUT,EDU,2009,9.52
AUT,EDU,2010,9.88
AUT,EDU,2011,9.93
AUT,EDU,2012,9.94
AUT,EDU,2013,10.01
AUT,EDU,2014,9.43
AUT,GRALPUBSER,2007,33.91
AUT,GRALPUBSER,2008,34.03
AUT,GRALPUBSER,2009,33.66
AUT,GRALPUBSER,2010,34.19
AUT,GRALPUBSER,2011,35.24
AUT,GRALPUBSER,2012,34.85
AUT,GRALPUBSER,2013,35.97
AUT,GRALPUBSER,2014,33.61
AUT,ENVPROT,2007,0.73
AUT,ENVPROT,2008,0.64
AUT,ENVPROT,2009,0.82
AUT,ENVPROT,2010,0.81
AUT,ENVPROT,2011,0.76
AUT,ENVPROT,2012,0.73
AUT,ENVPROT,2013,0.76
AUT,ENVPROT,2014,0.7
AUT,ECOAFF,2007,12.99
AUT,ECOAFF,2008,13.01
AUT,ECOAFF,2009,15.04
AUT,ECOAFF,2010,12.43
AUT,ECOAFF,2011,11.93
AUT,ECOAFF,2012,12.14
AUT,ECOAFF,2013,10.68
AUT,ECOAFF,2014,15.07
AUT,RECULTREL,2007,1.26
AUT,RECULTREL,2008,0.91
AUT,RECULTREL,2009,0.86
AUT,RECULTREL,2010,0.89
AUT,RECULTREL,2011,0.92
AUT,RECULTREL,2012,0.9
AUT,RECULTREL,2013,0.9
AUT,RECULTREL,2014,0.85
AUT,SOCPROT,2007,30.62
AUT,SOCPROT,2008,30.37
AUT,SOCPROT,2009,31.19
AUT,SOCPROT,2010,32.55
AUT,SOCPROT,2011,31.8
AUT,SOCPROT,2012,32.04
AUT,SOCPROT,2013,32.53
AUT,SOCPROT,2014,31.83
BEL,ECOAFF,2007,5.84
BEL,ECOAFF,2008,6.42
BEL,ECOAFF,2009,7
BEL,ECOAFF,2010,7.44
BEL,ECOAFF,2011,8.34
BEL,ECOAFF,2012,9.52
BEL,ECOAFF,2013,7.5
BEL,ECOAFF,2014,7.62
BEL,RECULTREL,2007,0.28
BEL,RECULTREL,2008,0.26
BEL,RECULTREL,2009,0.27
BEL,RECULTREL,2010,0.26
BEL,RECULTREL,2011,0.24
BEL,RECULTREL,2012,0.24
BEL,RECULTREL,2013,0.23
BEL,RECULTREL,2014,0.25
BEL,GRALPUBSER,2007,69.05
BEL,GRALPUBSER,2008,67.64
BEL,GRALPUBSER,2009,67.22
BEL,GRALPUBSER,2010,66.19
BEL,GRALPUBSER,2011,66.3
BEL,GRALPUBSER,2012,65.7
BEL,GRALPUBSER,2013,67.17
BEL,GRALPUBSER,2014,67.59
BEL,DEF,2007,3.73
BEL,DEF,2008,3.74
BEL,DEF,2009,3.43
BEL,DEF,2010,3.31
BEL,DEF,2011,3.1
BEL,DEF,2012,2.95
BEL,DEF,2013,3.03
BEL,DEF,2014,2.89
BEL,ENVPROT,2007,0.17
BEL,ENVPROT,2008,0.25
BEL,ENVPROT,2009,0.27
BEL,ENVPROT,2010,0.82
BEL,ENVPROT,2011,1.35
BEL,ENVPROT,2012,1.3
BEL,ENVPROT,2013,1.07
BEL,ENVPROT,2014,0.54
BEL,HOUCOMM,2007,0
BEL,HOUCOMM,2008,0
BEL,HOUCOMM,2009,0
BEL,HOUCOMM,2010,0
BEL,HOUCOMM,2011,0
BEL,HOUCOMM,2012,0
BEL,HOUCOMM,2013,0
BEL,HOUCOMM,2014,0
BEL,PUBORD,2007,3.88
BEL,PUBORD,2008,4.11
BEL,PUBORD,2009,4.02
BEL,PUBORD,2010,3.81
BEL,PUBORD,2011,3.63
BEL,PUBORD,2012,3.62
BEL,PUBORD,2013,3.75
BEL,PUBORD,2014,3.82
BEL,HEALTH,2007,2.82
BEL,HEALTH,2008,3.39
BEL,HEALTH,2009,3.01
BEL,HEALTH,2010,3.64
BEL,HEALTH,2011,2.72
BEL,HEALTH,2012,2.69
BEL,HEALTH,2013,2.78
BEL,HEALTH,2014,2.8
BEL,SOCPROT,2007,9.99
BEL,SOCPROT,2008,9.88
BEL,SOCPROT,2009,10.29
BEL,SOCPROT,2010,10.05
BEL,SOCPROT,2011,9.89
BEL,SOCPROT,2012,9.51
BEL,SOCPROT,2013,9.7
BEL,SOCPROT,2014,9.63
BEL,EDU,2007,4.25
BEL,EDU,2008,4.29
BEL,EDU,2009,4.5
BEL,EDU,2010,4.48
BEL,EDU,2011,4.44
BEL,EDU,2012,4.47
BEL,EDU,2013,4.78
BEL,EDU,2014,4.86
CHE,EDU,2007,7.84
CHE,EDU,2008,8.73
CHE,EDU,2009,9.26
CHE,EDU,2010,9.5
CHE,EDU,2011,9.29
CHE,EDU,2012,9.77
CHE,EDU,2013,9.78
CHE,EDU,2014,9.9
CHE,DEF,2007,6.32
CHE,DEF,2008,7.63
CHE,DEF,2009,7.38
CHE,DEF,2010,7.15
CHE,DEF,2011,6.89
CHE,DEF,2012,7.29
CHE,DEF,2013,7.31
CHE,DEF,2014,7.37
CHE,HOUCOMM,2007,0.03
CHE,HOUCOMM,2008,0.03
CHE,HOUCOMM,2009,0.04
CHE,HOUCOMM,2010,0.03
CHE,HOUCOMM,2011,0.03
CHE,HOUCOMM,2012,0.03
CHE,HOUCOMM,2013,0.03
CHE,HOUCOMM,2014,0.04
CHE,PUBORD,2007,1.37
CHE,PUBORD,2008,1.49
CHE,PUBORD,2009,1.57
CHE,PUBORD,2010,1.56
CHE,PUBORD,2011,1.47
CHE,PUBORD,2012,1.52
CHE,PUBORD,2013,1.54
CHE,PUBORD,2014,1.57
CHE,HEALTH,2007,0.39
CHE,HEALTH,2008,0.43
CHE,HEALTH,2009,0.6
CHE,HEALTH,2010,0.47
CHE,HEALTH,2011,0.45
CHE,HEALTH,2012,0.46
CHE,HEALTH,2013,0.45
CHE,HEALTH,2014,0.45
CHE,SOCPROT,2007,38.85
CHE,SOCPROT,2008,30.32
CHE,SOCPROT,2009,30
CHE,SOCPROT,2010,29.67
CHE,SOCPROT,2011,31
CHE,SOCPROT,2012,31.69
CHE,SOCPROT,2013,31.75
CHE,SOCPROT,2014,31.93
CHE,ECOAFF,2007,20.03
CHE,ECOAFF,2008,22.83
CHE,ECOAFF,2009,23.15
CHE,ECOAFF,2010,23
CHE,ECOAFF,2011,23.48
CHE,ECOAFF,2012,20.86
CHE,ECOAFF,2013,21
CHE,ECOAFF,2014,20.76
CHE,RECULTREL,2007,0.7
CHE,RECULTREL,2008,0.77
CHE,RECULTREL,2009,0.7
CHE,RECULTREL,2010,0.71
CHE,RECULTREL,2011,0.7
CHE,RECULTREL,2012,0.78
CHE,RECULTREL,2013,0.78
CHE,RECULTREL,2014,0.79
CHE,ENVPROT,2007,0.71
CHE,ENVPROT,2008,0.8
CHE,ENVPROT,2009,1.01
CHE,ENVPROT,2010,2.49
CHE,ENVPROT,2011,1.76
CHE,ENVPROT,2012,1.66
CHE,ENVPROT,2013,1.69
CHE,ENVPROT,2014,1.67
CHE,GRALPUBSER,2007,23.74
CHE,GRALPUBSER,2008,26.98
CHE,GRALPUBSER,2009,26.31
CHE,GRALPUBSER,2010,25.4
CHE,GRALPUBSER,2011,24.93
CHE,GRALPUBSER,2012,25.94
CHE,GRALPUBSER,2013,25.67
CHE,GRALPUBSER,2014,25.53
CZE,DEF,2007,3.87
CZE,DEF,2008,3.65
CZE,DEF,2009,3.34
CZE,DEF,2010,3.24
CZE,DEF,2011,2.82
CZE,DEF,2012,2.46
CZE,DEF,2013,2.41
CZE,DEF,2014,2.28
CZE,HEALTH,2007,5.11
CZE,HEALTH,2008,5.02
CZE,HEALTH,2009,4.88
CZE,HEALTH,2010,5.29
CZE,HEALTH,2011,10.01
CZE,HEALTH,2012,9.51
CZE,HEALTH,2013,10.02
CZE,HEALTH,2014,10.36
CZE,HOUCOMM,2007,2.07
CZE,HOUCOMM,2008,1.76
CZE,HOUCOMM,2009,1.83
CZE,HOUCOMM,2010,1.9
CZE,HOUCOMM,2011,1.55
CZE,HOUCOMM,2012,0.94
CZE,HOUCOMM,2013,0.84
CZE,HOUCOMM,2014,0.84
CZE,PUBORD,2007,6.14
CZE,PUBORD,2008,6.11
CZE,PUBORD,2009,5.95
CZE,PUBORD,2010,5.88
CZE,PUBORD,2011,5.12
CZE,PUBORD,2012,4.72
CZE,PUBORD,2013,5.12
CZE,PUBORD,2014,5.02
CZE,EDU,2007,13
CZE,EDU,2008,13
CZE,EDU,2009,12.92
CZE,EDU,2010,12.91
CZE,EDU,2011,12.1
CZE,EDU,2012,12.06
CZE,EDU,2013,13.21
CZE,EDU,2014,13.02
CZE,GRALPUBSER,2007,12.84
CZE,GRALPUBSER,2008,12.13
CZE,GRALPUBSER,2009,12.58
CZE,GRALPUBSER,2010,12.7
CZE,GRALPUBSER,2011,11.97
CZE,GRALPUBSER,2012,16.75
CZE,GRALPUBSER,2013,11.98
CZE,GRALPUBSER,2014,12.32
CZE,ENVPROT,2007,0.78
CZE,ENVPROT,2008,0.72
CZE,ENVPROT,2009,-0.32
CZE,ENVPROT,2010,0.41
CZE,ENVPROT,2011,1.31
CZE,ENVPROT,2012,1.38
CZE,ENVPROT,2013,0.69
CZE,ENVPROT,2014,0.56
CZE,ECOAFF,2007,14.92
CZE,ECOAFF,2008,16.04
CZE,ECOAFF,2009,16.08
CZE,ECOAFF,2010,14.49
CZE,ECOAFF,2011,13.84
CZE,ECOAFF,2012,12.61
CZE,ECOAFF,2013,13.03
CZE,ECOAFF,2014,13.24
CZE,RECULTREL,2007,1.4
CZE,RECULTREL,2008,1.46
CZE,RECULTREL,2009,1.53
CZE,RECULTREL,2010,1.28
CZE,RECULTREL,2011,1.17
CZE,RECULTREL,2012,1.16
CZE,RECULTREL,2013,1.12
CZE,RECULTREL,2014,1.2
CZE,SOCPROT,2007,39.86
CZE,SOCPROT,2008,40.1
CZE,SOCPROT,2009,41.21
CZE,SOCPROT,2010,41.89
CZE,SOCPROT,2011,40.11
CZE,SOCPROT,2012,38.43
CZE,SOCPROT,2013,41.59
CZE,SOCPROT,2014,41.14
DEU,GRALPUBSER,2007,27.85
DEU,GRALPUBSER,2008,28.36
DEU,GRALPUBSER,2009,26.72
DEU,GRALPUBSER,2010,25.43
DEU,GRALPUBSER,2011,29.69
DEU,GRALPUBSER,2012,29.23
DEU,GRALPUBSER,2013,30.05
DEU,GRALPUBSER,2014,30.16
DEU,ENVPROT,2007,0.6
DEU,ENVPROT,2008,0.65
DEU,ENVPROT,2009,1.98
DEU,ENVPROT,2010,1.07
DEU,ENVPROT,2011,1.13
DEU,ENVPROT,2012,1.03
DEU,ENVPROT,2013,1.12
DEU,ENVPROT,2014,1.24
DEU,DEF,2007,7.18
DEU,DEF,2008,7.53
DEU,DEF,2009,7.73
DEU,DEF,2010,6.87
DEU,DEF,2011,7.63
DEU,DEF,2012,8.09
DEU,DEF,2013,8.11
DEU,DEF,2014,8.27
DEU,HEALTH,2007,1.43
DEU,HEALTH,2008,1.42
DEU,HEALTH,2009,1.43
DEU,HEALTH,2010,1.28
DEU,HEALTH,2011,1.41
DEU,HEALTH,2012,1.47
DEU,HEALTH,2013,1.56
DEU,HEALTH,2014,1.68
DEU,HOUCOMM,2007,1.71
DEU,HOUCOMM,2008,1.51
DEU,HOUCOMM,2009,1.12
DEU,HOUCOMM,2010,0.8
DEU,HOUCOMM,2011,0.7
DEU,HOUCOMM,2012,0.62
DEU,HOUCOMM,2013,0.57
DEU,HOUCOMM,2014,0.55
DEU,PUBORD,2007,1.02
DEU,PUBORD,2008,1.04
DEU,PUBORD,2009,1.03
DEU,PUBORD,2010,0.95
DEU,PUBORD,2011,1.11
DEU,PUBORD,2012,1.15
DEU,PUBORD,2013,1.24
DEU,PUBORD,2014,1.28
DEU,SOCPROT,2007,49.23
DEU,SOCPROT,2008,47.67
DEU,SOCPROT,2009,47.33
DEU,SOCPROT,2010,44.77
DEU,SOCPROT,2011,46.31
DEU,SOCPROT,2012,46.95
DEU,SOCPROT,2013,45.51
DEU,SOCPROT,2014,44.94
DEU,ECOAFF,2007,9.07
DEU,ECOAFF,2008,10.15
DEU,ECOAFF,2009,11.01
DEU,ECOAFF,2010,17.51
DEU,ECOAFF,2011,10.43
DEU,ECOAFF,2012,9.68
DEU,ECOAFF,2013,9.9
DEU,ECOAFF,2014,8.72
DEU,RECULTREL,2007,0.57
DEU,RECULTREL,2008,0.43
DEU,RECULTREL,2009,0.43
DEU,RECULTREL,2010,0.35
DEU,RECULTREL,2011,0.42
DEU,RECULTREL,2012,0.45
DEU,RECULTREL,2013,0.5
DEU,RECULTREL,2014,0.51
DEU,EDU,2007,1.34
DEU,EDU,2008,1.24
DEU,EDU,2009,1.21
DEU,EDU,2010,0.97
DEU,EDU,2011,1.17
DEU,EDU,2012,1.34
DEU,EDU,2013,1.46
DEU,EDU,2014,2.64
DNK,GRALPUBSER,2007,38.79
DNK,GRALPUBSER,2008,40.76
DNK,GRALPUBSER,2009,41.18
DNK,GRALPUBSER,2010,29.27
DNK,GRALPUBSER,2011,30.18
DNK,GRALPUBSER,2012,31.31
DNK,GRALPUBSER,2013,29.23
DNK,GRALPUBSER,2014,28.3
DNK,ENVPROT,2007,0.89
DNK,ENVPROT,2008,0.64
DNK,ENVPROT,2009,0.51
DNK,ENVPROT,2010,0.45
DNK,ENVPROT,2011,0.43
DNK,ENVPROT,2012,0.43
DNK,ENVPROT,2013,0.58
DNK,ENVPROT,2014,0.56
DNK,DEF,2007,3.9
DNK,DEF,2008,3.81
DNK,DEF,2009,3.27
DNK,DEF,2010,3.16
DNK,DEF,2011,3.14
DNK,DEF,2012,3.16
DNK,DEF,2013,3.1
DNK,DEF,2014,2.74
DNK,HEALTH,2007,0.78
DNK,HEALTH,2008,0.81
DNK,HEALTH,2009,0.81
DNK,HEALTH,2010,11.29
DNK,HEALTH,2011,11.25
DNK,HEALTH,2012,11.04
DNK,HEALTH,2013,11.38
DNK,HEALTH,2014,11.42
DNK,HOUCOMM,2007,0.87
DNK,HOUCOMM,2008,0.65
DNK,HOUCOMM,2009,0.84
DNK,HOUCOMM,2010,0.57
DNK,HOUCOMM,2011,0.45
DNK,HOUCOMM,2012,0.4
DNK,HOUCOMM,2013,0.4
DNK,HOUCOMM,2014,0.34
DNK,PUBORD,2007,2.29
DNK,PUBORD,2008,2.4
DNK,PUBORD,2009,2.34
DNK,PUBORD,2010,2.23
DNK,PUBORD,2011,2.27
DNK,PUBORD,2012,2.1
DNK,PUBORD,2013,2.2
DNK,PUBORD,2014,2.23
DNK,SOCPROT,2007,35.09
DNK,SOCPROT,2008,34
DNK,SOCPROT,2009,33.81
DNK,SOCPROT,2010,35.96
DNK,SOCPROT,2011,35.35
DNK,SOCPROT,2012,34.27
DNK,SOCPROT,2013,35.05
DNK,SOCPROT,2014,35.87
DNK,ECOAFF,2007,5.49
DNK,ECOAFF,2008,4.78
DNK,ECOAFF,2009,5.4
DNK,ECOAFF,2010,5.2
DNK,ECOAFF,2011,5.49
DNK,ECOAFF,2012,5.78
DNK,ECOAFF,2013,5.83
DNK,ECOAFF,2014,6.11
DNK,RECULTREL,2007,2.53
DNK,RECULTREL,2008,2.62
DNK,RECULTREL,2009,2.42
DNK,RECULTREL,2010,2.34
DNK,RECULTREL,2011,2.42
DNK,RECULTREL,2012,2.39
DNK,RECULTREL,2013,2.49
DNK,RECULTREL,2014,2.34
DNK,EDU,2007,9.36
DNK,EDU,2008,9.52
DNK,EDU,2009,9.4
DNK,EDU,2010,9.53
DNK,EDU,2011,9.01
DNK,EDU,2012,9.13
DNK,EDU,2013,9.73
DNK,EDU,2014,10.09
ESP,DEF,2007,5.58
ESP,DEF,2008,5.41
ESP,DEF,2009,4.52
ESP,DEF,2010,5.06
ESP,DEF,2011,5.15
ESP,DEF,2012,3.61
ESP,DEF,2013,4.28
ESP,DEF,2014,4.02
ESP,ENVPROT,2007,0.6
ESP,ENVPROT,2008,0.59
ESP,ENVPROT,2009,0.68
ESP,ENVPROT,2010,0.53
ESP,ENVPROT,2011,0.44
ESP,ENVPROT,2012,0.26
ESP,ENVPROT,2013,0.25
ESP,ENVPROT,2014,0.27
ESP,PUBORD,2007,5.76
ESP,PUBORD,2008,5.88
ESP,PUBORD,2009,5.17
ESP,PUBORD,2010,5.71
ESP,PUBORD,2011,5.8
ESP,PUBORD,2012,4.25
ESP,PUBORD,2013,4.92
ESP,PUBORD,2014,5.03
ESP,ECOAFF,2007,9.99
ESP,ECOAFF,2008,9.93
ESP,ECOAFF,2009,8.1
ESP,ECOAFF,2010,8.23
ESP,ECOAFF,2011,9.75
ESP,ECOAFF,2012,19.51
ESP,ECOAFF,2013,8.11
ESP,ECOAFF,2014,7.71
ESP,RECULTREL,2007,1.69
ESP,RECULTREL,2008,1.73
ESP,RECULTREL,2009,1.3
ESP,RECULTREL,2010,1.38
ESP,RECULTREL,2011,1.4
ESP,RECULTREL,2012,0.9
ESP,RECULTREL,2013,0.97
ESP,RECULTREL,2014,0.97
ESP,EDU,2007,0.82
ESP,EDU,2008,0.82
ESP,EDU,2009,0.74
ESP,EDU,2010,0.8
ESP,EDU,2011,0.8
ESP,EDU,2012,0.63
ESP,EDU,2013,0.66
ESP,EDU,2014,0.75
ESP,GRALPUBSER,2007,67.29
ESP,GRALPUBSER,2008,67
ESP,GRALPUBSER,2009,71.59
ESP,GRALPUBSER,2010,69.6
ESP,GRALPUBSER,2011,68.09
ESP,GRALPUBSER,2012,64.07
ESP,GRALPUBSER,2013,72.84
ESP,GRALPUBSER,2014,72.99
ESP,SOCPROT,2007,6.73
ESP,SOCPROT,2008,7.06
ESP,SOCPROT,2009,6.3
ESP,SOCPROT,2010,7.23
ESP,SOCPROT,2011,7.16
ESP,SOCPROT,2012,5.72
ESP,SOCPROT,2013,6.74
ESP,SOCPROT,2014,7
ESP,HEALTH,2007,1.31
ESP,HEALTH,2008,1.34
ESP,HEALTH,2009,1.4
ESP,HEALTH,2010,1.31
ESP,HEALTH,2011,1.33
ESP,HEALTH,2012,1.01
ESP,HEALTH,2013,1.18
ESP,HEALTH,2014,1.21
ESP,HOUCOMM,2007,0.22
ESP,HOUCOMM,2008,0.23
ESP,HOUCOMM,2009,0.2
ESP,HOUCOMM,2010,0.14
ESP,HOUCOMM,2011,0.09
ESP,HOUCOMM,2012,0.05
ESP,HOUCOMM,2013,0.05
ESP,HOUCOMM,2014,0.04
EST,ECOAFF,2007,11.45
EST,ECOAFF,2008,11.41
EST,ECOAFF,2009,11.28
EST,ECOAFF,2010,10.62
EST,ECOAFF,2011,11.33
EST,ECOAFF,2012,10.67
EST,ECOAFF,2013,10.27
EST,ECOAFF,2014,11.25
EST,EDU,2007,8.33
EST,EDU,2008,8.05
EST,EDU,2009,8.2
EST,EDU,2010,8.4
EST,EDU,2011,8.99
EST,EDU,2012,8.99
EST,EDU,2013,7.86
EST,EDU,2014,7.43
EST,GRALPUBSER,2007,29.09
EST,GRALPUBSER,2008,26.04
